evidence_id,event_id,evidence_tier,reference,verse_text_kr,translation,is_parallel,note
EVD0001186,EVT0080,direct,여호수아 1:18,누구든지 당신의 명령을 거역하며 당신의 말씀을 순종하지 아니하는 자는 죽임을 당하리니 오직 강하고 담대하소서,개역개정,false,
EVD0001187,EVT0081,direct,여호수아 5:2,그 때에 여호와께서 여호수아에게 이르시되 너는 부싯돌로 칼을 만들어 이스라엘 자손들에게 다시 할례를 행하라 하시매,개역개정,false,
EVD0001188,EVT0081,direct,여호수아 5:3,여호수아가 부싯돌로 칼을 만들어 할례 산에서 이스라엘 자손들에게 할례를 행하니라,개역개정,false,
EVD0001189,EVT0081,direct,여호수아 5:4,여호수아가 할례를 시행한 까닭은 이것이니 애굽에서 나온 모든 백성 중 남자 곧 모든 군사는 애굽에서 나온 후 광야 길에서 죽었는데,개역개정,false,
EVD0001190,EVT0081,direct,여호수아 5:5,그 나온 백성은 다 할례를 받았으나 다만 애굽에서 나온 후 광야 길에서 난 자는 할례를 받지 못하였음이라,개역개정,false,
EVD0001191,EVT0081,direct,여호수아 5:6,이스라엘 자손들이 여호와의 음성을 청종하지 아니하므로 여호와께서 그들에게 대하여 맹세하사 그들의 조상들에게 맹세하여 우리에게 주리라고 하신 땅 곧 젖과 꿀이 흐르는 땅을 그들이 보지 못하게 하리라 하시매 애굽에서 나온 족속 곧 군사들이 다 멸절하기까지 사십 년 동안을 광야에서 헤매었더니,개역개정,false,
EVD0001192,EVT0081,direct,여호수아 5:7,그들의 대를 잇게 하신 이 자손에게 여호수아가 할례를 행하였으니 길에서는 그들에게 할례를 행하지 못하였으므로 할례 없는 자가 되었음이었더라,개역개정,false,
EVD0001193,EVT0081,direct,여호수아 5:8,또 그 모든 백성에게 할례 행하기를 마치매 백성이 진중 각 처소에 머물며 낫기를 기다릴 때에,개역개정,false,
EVD0001194,EVT0081,direct,여호수아 5:9,여호와께서 여호수아에게 이르시되 내가 오늘 애굽의 수치를 너희에게서 떠나가게 하였다 하셨으므로 그 곳 이름을 오늘까지 길갈이라 하느니라,개역개정,false,
EVD0001195,EVT0081,direct,여호수아 5:10,또 이스라엘 자손들이 길갈에 진 쳤고 그 달 십사일 저녁에는 여리고 평지에서 유월절을 지켰으며,개역개정,false,
EVD0001196,EVT0081,direct,여호수아 5:11,유월절 이튿날에 그 땅의 소산물을 먹되 그 날에 무교병과 볶은 곡식을 먹었더라,개역개정,false,
EVD0001197,EVT0081,direct,여호수아 5:12,또 그 땅의 소산물을 먹은 다음 날에 만나가 그쳤으니 이스라엘 사람들이 다시는 만나를 얻지 못하였고 그 해에 가나안 땅의 소출을 먹었더라,개역개정,false,
EVD0001198,EVT0082,direct,여호수아 8:30,그 때에 여호수아가 이스라엘의 하나님 여호와를 위하여 에발 산에 한 제단을 쌓았으니,개역개정,false,
EVD0001199,EVT0082,direct,여호수아 8:31,이는 여호와의 종 모세가 이스라엘 자손에게 명령한 것과 모세의 율법책에 기록된 대로 쇠 연장으로 다듬지 아니한 새 돌로 만든 제단이라 무리가 여호와께 번제물과 화목제물을 그 위에 드렸으며,개역개정,false,
EVD0001200,EVT0082,direct,여호수아 8:32,여호수아가 거기서 모세가 기록한 율법을 이스라엘 자손의 목전에서 그 돌에 기록하매,개역개정,false,
EVD0001201,EVT0082,direct,여호수아 8:33,"온 이스라엘과 그 장로들과 관리들과 재판장들과 본토인뿐 아니라 이방인까지 여호와의 언약궤를 멘 레위 사람 제사장들 앞에서 궤의 좌우에 서되 절반은 그리심 산 앞에, 절반은 에발 산 앞에 섰으니 이는 전에 여호와의 종 모세가 이스라엘 백성에게 축복하라고 명령한 대로 함이라",개역개정,false,
EVD0001202,EVT0082,direct,여호수아 8:34,그 후에 여호수아가 율법책에 기록된 모든 것 대로 축복과 저주하는 율법의 모든 말씀을 낭독하였으니,개역개정,false,
EVD0001203,EVT0082,direct,여호수아 8:35,모세가 명령한 것은 여호수아가 이스라엘 온 회중과 여자들과 아이와 그들 중에 동행하는 거류민들 앞에서 낭독하지 아니한 말이 하나도 없었더라,개역개정,false,
EVD0001204,EVT0083,direct,여호수아 11:1,하솔 왕 야빈이 이 소식을 듣고 마돈 왕 요밥과 시므론 왕과 악삽 왕과,개역개정,false,
EVD0001205,EVT0083,direct,여호수아 11:2,및 북쪽 산지와 긴네롯 남쪽 아라바와 평지와 서쪽 돌의 높은 곳에 있는 왕들과,개역개정,false,
EVD0001206,EVT0083,direct,여호수아 11:3,동쪽과 서쪽의 가나안 족속과 아모리 족속과 헷 족속과 브리스 족속과 산지의 여부스 족속과 미스바 땅 헤르몬 산 아래 히위 족속에게 사람을 보내매,개역개정,false,
EVD0001207,EVT0083,direct,여호수아 11:4,그들이 그 모든 군대를 거느리고 나왔으니 백성이 많아 해변의 수많은 모래 같고 말과 병거도 심히 많았으며,개역개정,false,
EVD0001208,EVT0083,direct,여호수아 11:5,이 왕들이 모두 모여 나아와서 이스라엘과 싸우려고 메롬 물 가에 함께 진 쳤더라,개역개정,false,
EVD0001209,EVT0083,direct,여호수아 11:6,여호와께서 여호수아에게 이르시되 그들로 말미암아 두려워하지 말라 내일 이맘때에 내가 그들을 이스라엘 앞에 넘겨 주어 몰살시키리니 너는 그들의 말 뒷발의 힘줄을 끊고 그들의 병거를 불사르라 하시니라,개역개정,false,
EVD0001210,EVT0083,direct,여호수아 11:7,이에 여호수아가 모든 군사와 함께 메롬 물 가로 가서 갑자기 습격할 때에,개역개정,false,
EVD0001211,EVT0083,direct,여호수아 11:8,여호와께서 그들을 이스라엘의 손에 넘겨 주셨기 때문에 그들을 격파하고 큰 시돈과 미스르봇 마임까지 추격하고 동쪽으로는 미스바 골짜기까지 추격하여 한 사람도 남기지 아니하고 쳐죽이고,개역개정,false,
EVD0001212,EVT0083,direct,여호수아 11:9,여호수아가 여호와께서 자기에게 명령하신 대로 행하여 그들의 말 뒷발의 힘줄을 끊고 그들의 병거를 불로 살랐더라,개역개정,false,
EVD0001213,EVT0083,direct,여호수아 11:10,하솔은 본래 그 모든 나라의 머리였더니 그 때에 여호수아가 돌아와서 하솔을 취하고 그 왕을 칼날로 쳐죽이고,개역개정,false,
EVD0001214,EVT0083,direct,여호수아 11:11,그 가운데 모든 사람을 칼날로 쳐서 진멸하여 호흡이 있는 자는 하나도 남기지 아니하였고 또 하솔을 불로 살랐고,개역개정,false,
EVD0001215,EVT0083,direct,여호수아 11:12,여호수아가 그 왕들의 모든 성읍과 그 모든 왕을 붙잡아 칼날로 쳐서 진멸하여 바쳤으니 여호와의 종 모세가 명령한 것과 같이 하였으되,개역개정,false,
EVD0001216,EVT0083,direct,여호수아 11:13,여호수아가 하솔만 불살랐고 산 위에 세운 성읍들은 이스라엘이 불사르지 아니하였으며,개역개정,false,
EVD0001217,EVT0083,direct,여호수아 11:14,이 성읍들의 모든 재물과 가축은 이스라엘 자손들이 탈취하고 모든 사람은 칼날로 쳐서 멸하여 호흡이 있는 자는 하나도 남기지 아니하였으니,개역개정,false,
EVD0001218,EVT0083,direct,여호수아 11:15,여호와께서 그의 종 모세에게 명령하신 것을 모세는 여호수아에게 명령하였고 여호수아는 그대로 행하여 여호와께서 모세에게 명하신 모든 것을 하나도 행하지 아니한 것이 없었더라,개역개정,false,
EVD0001219,EVT0084,direct,여호수아 13:8,므낫세 반 지파와 함께 르우벤 족속과 갓 족속은 요단 저편 동쪽에서 그들의 기업을 모세에게 받았는데 여호와의 종 모세가 그들에게 준 것은 이러하니,개역개정,false,
EVD0001220,EVT0084,direct,여호수아 13:9,곧 아르논 골짜기 가에 있는 아로엘에서부터 골짜기 가운데에 있는 성읍과 디본까지 이르는 메드바 온 평지와,개역개정,false,
EVD0001221,EVT0084,direct,여호수아 13:10,헤스본에서 다스리던 아모리 족속의 왕 시혼의 모든 성읍 곧 암몬 자손의 경계까지와,개역개정,false,
EVD0001222,EVT0084,direct,여호수아 13:11,길르앗과 및 그술 족속과 마아갓 족속의 지역과 온 헤르몬 산과 살르가까지 온 바산,개역개정,false,
EVD0001223,EVT0084,direct,여호수아 13:12,곧 르바의 남은 족속으로서 아스다롯과 에드레이에서 다스리던 바산 왕 옥의 온 나라라 모세가 이 땅의 사람들을 쳐서 쫓아냈어도,개역개정,false,
EVD0001224,EVT0084,direct,여호수아 13:13,그술 족속과 마아갓 족속은 이스라엘 자손이 쫓아내지 아니하였으므로 그술과 마아갓이 오늘까지 이스라엘 가운데에서 거주하니라,개역개정,false,
EVD0001225,EVT0084,direct,여호수아 13:14,오직 레위 지파에게는 여호수아가 기업으로 준 것이 없었으니 이는 그에게 말씀하신 것과 같이 이스라엘의 하나님 여호와께 드리는 화제물이 그들의 기업이 되었음이더라,개역개정,false,
EVD0001226,EVT0085,direct,여호수아 14:1,이것은 이스라엘 자손이 가나안 땅에서 받은 기업 곧 제사장 엘르아살과 눈의 아들 여호수아와 이스라엘 자손 지파의 족장들이 분배한 것이니라,개역개정,false,
EVD0001227,EVT0085,direct,여호수아 14:2,여호와께서 모세에게 명령하신 대로 그들의 기업을 제비 뽑아 아홉 지파와 반 지파에게 주었으니,개역개정,false,
EVD0001228,EVT0085,direct,여호수아 14:3,이는 두 지파와 반 지파의 기업은 모세가 요단 저쪽에서 주었음이요 레위 자손에게는 그들 가운데에서 기업을 주지 아니하였으니,개역개정,false,
EVD0001229,EVT0085,direct,여호수아 14:4,이는 요셉의 자손이 므낫세와 에브라임의 두 지파가 되었음이라 이 땅에서 레위 사람에게 아무 분깃도 주지 아니하고 다만 거주할 성읍들과 가축과 재산을 위한 목초지만 주었으니,개역개정,false,
EVD0001230,EVT0085,direct,여호수아 14:5,이스라엘 자손이 여호와께서 모세에게 명령하신 것과 같이 행하여 그 땅을 나누었더라,개역개정,false,
EVD0001231,EVT0086,direct,여호수아 16:1,요셉 자손이 제비 뽑은 것은 여리고 샘 동쪽 곧 여리고 곁 요단으로부터 광야로 들어가 여리고로부터 벧엘 산지로 올라가고,개역개정,false,
EVD0001232,EVT0086,direct,여호수아 16:2,벧엘에서부터 루스로 나아가 아렉 족속의 경계를 지나 아다롯에 이르고,개역개정,false,
EVD0001233,EVT0086,direct,여호수아 16:3,서쪽으로 내려가서 야블렛 족속의 경계와 아래 벧 호론과 게셀에까지 이르고 그 끝은 바다라,개역개정,false,
EVD0001234,EVT0086,direct,여호수아 16:4,요셉의 자손 므낫세와 에브라임이 그들의 기업을 받았더라,개역개정,false,
EVD0001235,EVT0087,direct,여호수아 18:1,이스라엘 자손의 온 회중이 실로에 모여서 거기에 회막을 세웠으며 그 땅은 그들 앞에서 돌아와 정복되었더라,개역개정,false,
EVD0001236,EVT0087,direct,여호수아 18:2,그러나 이스라엘 자손 중에 그 기업의 분배를 받지 못한 자가 아직도 일곱 지파라,개역개정,false,
EVD0001237,EVT0087,direct,여호수아 18:3,여호수아가 이스라엘 자손에게 이르되 너희가 너희 조상의 하나님 여호와께서 너희에게 주신 땅을 점령하러 가기를 어느 때까지 지체하겠느냐,개역개정,false,
EVD0001238,EVT0087,direct,여호수아 18:4,너희는 각 지파에 세 사람씩 선정하라 내가 그들을 보내리니 그들은 일어나서 그 땅에 두루 다니며 그들의 기업에 따라 그 땅을 그려 가지고 내게로 돌아올 것이라,개역개정,false,
EVD0001239,EVT0087,direct,여호수아 18:5,그들이 그 땅을 일곱 부분으로 나누되 유다는 남쪽 자기 지역에 있고 요셉의 족속은 북쪽에 있는 그들의 지역에 있으니,개역개정,false,
EVD0001240,EVT0087,direct,여호수아 18:6,그 땅을 일곱 부분으로 그려서 이 곳 내게로 가져오라 그러면 내가 여기서 너희를 위하여 우리 하나님 여호와 앞에서 제비를 뽑으리라,개역개정,false,
EVD0001241,EVT0087,direct,여호수아 18:7,레위 사람은 너희 중에 분깃이 없나니 여호와의 제사장 직분이 그들의 기업이 됨이며 갓과 르우벤과 므낫세 반 지파는 요단 저편 동쪽에서 이미 기업을 받았나니 이는 여호와의 종 모세가 그들에게 준 것이니라 하더라,개역개정,false,
EVD0001242,EVT0087,direct,여호수아 18:8,그 사람들이 일어나 떠나니 여호수아가 그 땅을 그리러 가는 사람들에게 명령하여 이르되 가서 그 땅으로 두루 다니며 그것을 그려 가지고 내게로 돌아오라 내가 여기 실로의 여호와 앞에서 너희를 위하여 제비를 뽑으리라 하니,개역개정,false,
EVD0001243,EVT0087,direct,여호수아 18:9,그 사람들이 가서 그 땅으로 두루 다니며 성읍들을 따라서 일곱 부분으로 책에 그려서 실로 진영에 돌아와 여호수아에게 나아오니,개역개정,false,
EVD0001244,EVT0087,direct,여호수아 18:10,여호수아가 그들을 위하여 실로의 여호와 앞에서 제비를 뽑고 그가 거기서 이스라엘 자손의 분파대로 그 땅을 분배하였더라,개역개정,false,
EVD0001245,EVT0088,direct,여호수아 19:24,다섯째로 아셀 자손의 지파를 위하여 그 가족대로 제비를 뽑았으니,개역개정,false,
EVD0001246,EVT0088,direct,여호수아 19:25,그들의 지역은 헬갓과 할리와 베덴과 악삽과,개역개정,false,
EVD0001247,EVT0088,direct,여호수아 19:26,알람멜렉과 아맛과 미살이며 그 경계의 서쪽은 갈멜을 만나 시홀 림낫에 이르고,개역개정,false,
EVD0001248,EVT0088,direct,여호수아 19:27,해 뜨는 쪽으로 돌아 벧 다곤에 이르며 스불론을 만나고 북쪽으로 입다 엘 골짜기를 만나 벧에멕과 느이엘에 이르고 가불 왼쪽으로 나아가서,개역개정,false,
EVD0001249,EVT0088,direct,여호수아 19:28,에브론과 르홉과 함몬과 가나를 지나 큰 시돈까지 이르고,개역개정,false,
EVD0001250,EVT0088,direct,여호수아 19:29,돌아서 라마와 견고한 성읍 두로에 이르고 돌아서 호사에 이르고 악십 지방 곁 바다가 끝이 되며,개역개정,false,
EVD0001251,EVT0088,direct,여호수아 19:30,또 움마와 아벡과 르홉이니 모두 스물두 성읍과 그 마을들이라,개역개정,false,
EVD0001252,EVT0088,direct,여호수아 19:31,아셀 자손의 지파가 그 가족대로 받은 기업은 이 성읍들과 그 마을들이었더라,개역개정,false,
EVD0001253,EVT0089,direct,여호수아 20:1,여호와께서 여호수아에게 말씀하여 이르시되,개역개정,false,
EVD0001254,EVT0089,direct,여호수아 20:2,이스라엘 자손에게 말하여 이르기를 내가 모세를 통하여 너희에게 말한 도피성들을 너희를 위해 정하여,개역개정,false,
EVD0001255,EVT0089,direct,여호수아 20:3,부지중에 실수로 사람을 죽인 자를 그리로 도망하게 하라 이는 너희를 위해 피의 보복자를 피할 곳이니라,개역개정,false,
EVD0001256,EVT0089,direct,여호수아 20:4,이 성읍들 중의 하나에 도피하는 자는 그 성읍에 들어가는 문 어귀에 서서 그 성읍의 장로들의 귀에 자기의 사건을 말할 것이요 그들은 그를 성읍에 받아들여 한 곳을 주어 자기들 중에 거주하게 하고,개역개정,false,
EVD0001257,EVT0089,direct,여호수아 20:5,피의 보복자가 그의 뒤를 따라온다 할지라도 그들은 그 살인자를 그의 손에 내주지 말지니 이는 본래 미워함이 없이 부지중에 그의 이웃을 죽였음이라,개역개정,false,
EVD0001258,EVT0089,direct,여호수아 20:6,그 살인자는 회중 앞에 서서 재판을 받기까지 또는 그 당시 대제사장이 죽기까지 그 성읍에 거주하다가 그 후에 그 살인자는 그 성읍 곧 자기가 도망하여 나온 자기 성읍 자기 집으로 돌아갈지니라 하라 하시니라,개역개정,false,
EVD0001259,EVT0089,direct,여호수아 20:7,이에 그들이 납달리의 산지 갈릴리 게데스와 에브라임 산지의 세겜과 유다 산지의 기럇 아르바 곧 헤브론과,개역개정,false,
EVD0001260,EVT0089,direct,여호수아 20:8,여리고 동쪽 요단 저쪽 르우벤 지파 중에서 평지 광야의 베셀과 갓 지파 중에서 길르앗 라못과 므낫세 지파 중에서 바산 골란을 구별하였으니,개역개정,false,
EVD0001261,EVT0089,direct,여호수아 20:9,이는 곧 이스라엘 모든 자손과 그들 중에 거류하는 거류민을 위하여 선정된 성읍들로서 누구든지 부지중에 살인한 자가 그리로 도망하여 그가 회중 앞에 설 때까지 피의 보복자의 손에 죽지 아니하게 하기 위함이라,개역개정,false,
EVD0001262,EVT0090,direct,여호수아 23:1,여호와께서 주위의 모든 원수들로부터 이스라엘을 쉬게 하신 지 오랜 후에 여호수아가 나이 많아 늙은지라,개역개정,false,
EVD0001263,EVT0090,direct,여호수아 23:2,여호수아가 온 이스라엘 곧 그들의 장로들과 수령들과 재판장들과 관리들을 불러다가 그들에게 이르되 나는 나이가 많아 늙었도다,개역개정,false,
EVD0001264,EVT0090,direct,여호수아 23:3,너희의 하나님 여호와께서 너희를 위하여 이 모든 나라에 행하신 일을 너희가 다 보았거니와 너희의 하나님 여호와 그는 너희를 위하여 싸우신 이시니라,개역개정,false,
EVD0001265,EVT0090,direct,여호수아 23:4,보라 내가 요단에서부터 해 지는 쪽 대해까지의 남아 있는 나라들과 이미 멸한 모든 나라를 내가 너희를 위하여 제비 뽑아 너희의 지파에게 기업이 되게 하였느니라,개역개정,false,
EVD0001266,EVT0090,direct,여호수아 23:5,너희의 하나님 여호와 그가 너희 앞에서 그들을 쫓아내사 너희 목전에서 그들을 떠나게 하시리니 너희의 하나님 여호와께서 너희에게 말씀하신 대로 너희가 그 땅을 차지할 것이라,개역개정,false,
EVD0001267,EVT0090,direct,여호수아 23:6,그러므로 너희는 크게 힘써 모세의 율법 책에 기록된 것을 다 지켜 행하라 그것을 떠나 우로나 좌로나 치우치지 말라,개역개정,false,
EVD0001268,EVT0090,direct,여호수아 23:7,너희 중에 남아 있는 이 민족들 중에 들어 가지 말라 그들의 신들의 이름을 부르지 말라 그것들을 가리켜 맹세하지 말라 또 그것을 섬겨서 그것들에게 절하지 말라,개역개정,false,
EVD0001269,EVT0090,direct,여호수아 23:8,오직 너희의 하나님 여호와께 가까이 하기를 오늘까지 행한 것 같이 하라,개역개정,false,
EVD0001270,EVT0090,direct,여호수아 23:9,이는 여호와께서 강대한 나라들을 너희의 앞에서 쫓아내셨으므로 오늘까지 너희에게 맞선 자가 하나도 없었느니라,개역개정,false,
EVD0001271,EVT0090,direct,여호수아 23:10,너희 중 한 사람이 천 명을 쫓으리니 이는 너희의 하나님 여호와 그가 너희에게 말씀하신 것 같이 너희를 위하여 싸우심이라,개역개정,false,
EVD0001272,EVT0090,direct,여호수아 23:11,그러므로 스스로 조심하여 너희의 하나님 여호와를 사랑하라,개역개정,false,
EVD0001273,EVT0090,direct,여호수아 23:12,너희가 만일 돌아서서 너희 중에 남아 있는 이 민족들을 가까이 하여 더불어 혼인하며 서로 왕래하면,개역개정,false,
EVD0001274,EVT0090,direct,여호수아 23:13,확실히 알라 너희의 하나님 여호와께서 이 민족들을 너희 목전에서 다시는 쫓아내지 아니하시리니 그들이 너희에게 올무가 되며 덫이 되며 너희의 옆구리에 채찍이 되며 너희의 눈에 가시가 되어서 너희가 마침내 너희의 하나님 여호와께서 너희에게 주신 이 아름다운 땅에서 멸하리라,개역개정,false,
EVD0001275,EVT0090,direct,여호수아 23:14,보라 나는 오늘 온 세상이 가는 길로 가려니와 너희의 하나님 여호와께서 너희에게 대하여 말씀하신 모든 선한 말씀이 하나도 틀리지 아니하고 다 너희에게 응하여 그 중에 하나도 어김이 없음을 너희 모든 사람은 마음과 뜻으로 아는 바라,개역개정,false,
EVD0001276,EVT0090,direct,여호수아 23:15,너희의 하나님 여호와께서 너희에게 말씀하신 모든 선한 말씀이 너희에게 임한 것 같이 여호와께서 모든 불길한 말씀도 너희에게 임하게 하사 너희의 하나님 여호와께서 너희에게 주신 이 아름다운 땅에서 너희를 멸절하기까지 하실 것이라,개역개정,false,
EVD0001277,EVT0090,direct,여호수아 23:16,만일 너희가 너희의 하나님 여호와께서 너희에게 명령하신 언약을 범하고 가서 다른 신들을 섬겨 그들에게 절하면 여호와의 진노가 너희에게 미치리니 너희에게 주신 아름다운 땅에서 너희가 속히 멸망하리라 하니라,개역개정,false,
EVD0001278,EVT0091,direct,사사기 1:8,유다 자손이 예루살렘을 쳐서 점령하여 칼날로 치고 그 성을 불살랐으며,개역개정,false,
EVD0001279,EVT0091,direct,사사기 1:9,그 후에 유다 자손이 내려가서 산지와 남방과 평지에 거주하는 가나안 족속과 싸웠고,개역개정,false,
EVD0001280,EVT0091,direct,사사기 1:10,유다가 또 가서 헤브론에 거주하는 가나안 족속을 쳐서 세새와 아히만과 달매를 죽였더라 헤브론의 본 이름은 기럇 아르바였더라,개역개정,false,
EVD0001281,EVT0092,direct,사사기 1:27,므낫세가 벧스안과 그에 딸린 마을들의 주민과 다아낙과 그에 딸린 마을들의 주민과 돌과 그에 딸린 마을들의 주민과 이블르암과 그에 딸린 마을들의 주민과 므깃도와 그에 딸린 마을들의 주민들을 쫓아내지 못하매 가나안 족속이 결심하고 그 땅에 거주하였더니,개역개정,false,
EVD0001282,EVT0092,direct,사사기 1:28,이스라엘이 강성한 후에야 가나안 족속에게 노역을 시켰고 다 쫓아내지 아니하였더라,개역개정,false,
EVD0001283,EVT0092,direct,사사기 1:29,에브라임이 게셀에 거주하는 가나안 족속을 쫓아내지 못하매 가나안 족속이 게셀에서 그들 중에 거주하였더라,개역개정,false,
EVD0001284,EVT0092,direct,사사기 1:30,스불론은 기드론 주민과 나할롤 주민을 쫓아내지 못하였으므로 가나안 족속이 그들 중에 거주하면서 노역을 하였더라,개역개정,false,
EVD0001285,EVT0092,direct,사사기 1:31,아셀이 악고 주민과 시돈 주민과 알랍과 악십과 헬바와 아빅과 르홉 주민을 쫓아내지 못하고,개역개정,false,
EVD0001286,EVT0092,direct,사사기 1:32,아셀 족속이 그 땅의 주민 가나안 족속 가운데 거주하였으니 이는 그들을 쫓아내지 못함이었더라,개역개정,false,
EVD0001287,EVT0092,direct,사사기 1:33,납달리는 벧세메스 주민과 벧아낫 주민을 쫓아내지 못하고 그 땅의 주민 가나안 족속 가운데 거주하였으나 벧세메스와 벧아낫 주민들이 그들에게 노역을 하였더라,개역개정,false,
EVD0001288,EVT0092,direct,사사기 1:34,아모리 족속이 단 자손을 산지로 몰아넣고 골짜기에 내려오기를 용납하지 아니하였으며,개역개정,false,
EVD0001289,EVT0092,direct,사사기 1:35,결심하고 헤레스 산과 아얄론과 사알빔에 거주하였더니 요셉의 가문의 힘이 강성하매 아모리 족속이 마침내는 노역을 하였으며,개역개정,false,
EVD0001290,EVT0092,direct,사사기 1:36,아모리 족속의 경계는 아그랍빔 비탈의 바위부터 위쪽이었더라,개역개정,false,
EVD0001291,EVT0093,direct,사사기 3:7,이스라엘 자손이 여호와의 목전에 악을 행하여 자기들의 하나님 여호와를 잊어버리고 바알들과 아세라들을 섬긴지라,개역개정,false,
EVD0001292,EVT0093,direct,사사기 3:8,여호와께서 이스라엘에게 진노하사 그들을 메소보다미아 왕 구산 리사다임의 손에 팔았으므로 이스라엘 자손이 구산 리사다임을 팔 년 동안 섬겼더니,개역개정,false,
EVD0001293,EVT0093,direct,사사기 3:9,이스라엘 자손이 여호와께 부르짖으매 여호와께서 이스라엘 자손을 위하여 한 구원자를 세워 그들을 구원하게 하시니 그는 곧 갈렙의 아우 그나스의 아들 옷니엘이라,개역개정,false,
EVD0001294,EVT0093,direct,사사기 3:10,여호와의 영이 그에게 임하셨으므로 그가 이스라엘의 사사가 되어 나가서 싸울 때에 여호와께서 메소보다미아 왕 구산 리사다임을 그의 손에 넘겨 주시매 옷니엘의 손이 구산 리사다임을 이기니라,개역개정,false,
EVD0001295,EVT0093,direct,사사기 3:11,그 땅이 평온한 지 사십 년에 그나스의 아들 옷니엘이 죽었더라,개역개정,false,
EVD0001296,EVT0094,direct,사사기 5:1,이 날에 드보라와 아비노암의 아들 바락이 노래하여 이르되,개역개정,false,
EVD0001297,EVT0094,direct,사사기 5:2,이스라엘의 영솔자들이 영솔하였고 백성이 즐거이 헌신하였으니 여호와를 찬송하라,개역개정,false,
EVD0001298,EVT0094,direct,사사기 5:3,너희 왕들아 들으라 통치자들아 귀를 기울이라 나 곧 내가 여호와를 노래할 것이요 이스라엘의 하나님 여호와를 찬송하리로다,개역개정,false,
EVD0001299,EVT0094,direct,사사기 5:4,여호와여 주께서 세일에서부터 나오시고 에돔 들에서부터 진행하실 때에 땅이 진동하고 하늘이 물을 내리고 구름도 물을 내렸나이다,개역개정,false,
EVD0001300,EVT0094,direct,사사기 5:5,산들이 여호와 앞에서 진동하니 저 시내 산도 이스라엘의 하나님 여호와 앞에서 진동하였도다,개역개정,false,
EVD0001301,EVT0094,direct,사사기 5:6,아낫의 아들 삼갈의 날에 또는 야엘의 날에는 대로가 비었고 길의 행인들은 오솔길로 다녔도다,개역개정,false,
EVD0001302,EVT0094,direct,사사기 5:7,이스라엘에는 마을 사람들이 그쳤으니 나 드보라가 일어나 이스라엘의 어머니가 되기까지 그쳤도다,개역개정,false,
EVD0001303,EVT0094,direct,사사기 5:8,무리가 새 신들을 택하였으므로 그 때에 전쟁이 성문에 이르렀으나 이스라엘의 사만 명 중에 방패와 창이 보였던가,개역개정,false,
EVD0001304,EVT0094,direct,사사기 5:9,내 마음이 이스라엘의 방백을 사모함은 그들이 백성 중에서 즐거이 헌신하였음이니 여호와를 찬송하라,개역개정,false,
EVD0001305,EVT0094,direct,사사기 5:10,"흰 나귀를 탄 자들, 양탄자에 앉은 자들, 길에 행하는 자들아 전파할지어다",개역개정,false,
EVD0001306,EVT0094,direct,사사기 5:11,활 쏘는 자들의 소리로부터 멀리 떨어진 물 긷는 곳에서도 여호와의 공의로우신 일을 전하라 이스라엘에서 마을 사람들을 위한 의로우신 일을 노래하라 그 때에 여호와의 백성이 성문에 내려갔도다,개역개정,false,
EVD0001307,EVT0094,direct,사사기 5:12,깰지어다 깰지어다 드보라여 깰지어다 깰지어다 너는 노래할지어다 일어날지어다 바락이여 아비노암의 아들이여 네가 사로잡은 자를 끌고 갈지어다,개역개정,false,
EVD0001308,EVT0094,direct,사사기 5:13,그 때에 남은 귀인과 백성이 내려왔고 여호와께서 나를 위하여 용사를 치시려고 내려오셨도다,개역개정,false,
EVD0001309,EVT0094,direct,사사기 5:14,에브라임에게서 나온 자들은 아말렉에 뿌리 박힌 자들이요 베냐민은 백성들 중에서 너를 따르는 자들이요 마길에게서는 명령하는 자들이 내려왔고 스불론에게서는 대장군의 지팡이를 잡은 자들이 내려왔도다,개역개정,false,
EVD0001310,EVT0094,direct,사사기 5:15,잇사갈의 방백들이 드보라와 함께 하니 잇사갈과 같이 바락도 그의 뒤를 따라 골짜기로 달려 내려가니 르우벤 시냇가에서 큰 결심이 있었도다,개역개정,false,
EVD0001311,EVT0094,direct,사사기 5:16,네가 양의 우리 가운데에 앉아서 목자의 피리 부는 소리를 들음은 어찌 됨이냐 르우벤 시냇가에서 큰 결심이 있었도다,개역개정,false,
EVD0001312,EVT0094,direct,사사기 5:17,길르앗은 요단 강 저쪽에 거주하며 단은 배에 머무름이 어찌 됨이냐 아셀은 해변에 앉으며 자기 항만에 거주하도다,개역개정,false,
EVD0001313,EVT0094,direct,사사기 5:18,스불론은 죽음을 무릅쓰고 목숨을 아끼지 아니한 백성이요 납달리도 들의 높은 곳에서 그러하도다,개역개정,false,
EVD0001314,EVT0094,direct,사사기 5:19,왕들이 와서 싸울 때에 가나안 왕들이 므깃도 물 가 다아낙에서 싸웠으나 은을 탈취하지 못하였도다,개역개정,false,
EVD0001315,EVT0094,direct,사사기 5:20,별들이 하늘에서부터 싸우되 그들이 다니는 길에서 시스라와 싸웠도다,개역개정,false,
EVD0001316,EVT0094,direct,사사기 5:21,기손 강은 그 무리를 표류시켰으니 이 기손 강은 옛 강이라 내 영혼아 네가 힘 있는 자를 밟았도다,개역개정,false,
EVD0001317,EVT0094,direct,사사기 5:22,그 때에 군마가 빨리 달리니 말굽 소리가 땅을 울리도다,개역개정,false,
